ticket_id,user_id,issue_type,resolved,response_time_days
S78115,U1024253,Refund Delay,Yes,8
S78116,U1090301,App Crash,Yes,3
S78117,U1004212,Refund Delay,Yes,8
S78118,U1037748,App Crash,Yes,7
S78119,U1022740,Refund Delay,Yes,3
S78120,U1040996,Payment Failure,Yes,5
S78121,U1037449,Refund Delay,Yes,4
S78122,U1060671,Payment Failure,No,5
S78123,U1058069,Login Issue,Yes,3
S78124,U1061194,Login Issue,Yes,2
S78125,U1086031,Payment Failure,Yes,2
S78126,U1039743,Login Issue,Yes,5
S78127,U1082802,Login Issue,Yes,8
S78128,U1078508,Refund Delay,Yes,1
S78129,U1043398,App Crash,No,2
S78130,U1067614,App Crash,Yes,3
S78131,U1045762,Refund Delay,Yes,9
S78132,U1083028,Login Issue,Yes,2
S78133,U1086710,Refund Delay,Yes,5
S78134,U1044785,Login Issue,Yes,4
S78135,U1075469,Login Issue,Yes,3
S78136,U1021888,Refund Delay,Yes,7
S78137,U1012384,Login Issue,Yes,6
S78138,U1021863,Login Issue,Yes,2
S78139,U1073914,Login Issue,Yes,3
S78140,U1050801,App Crash,Yes,1
S78141,U1013877,Refund Delay,No,3
S78142,U1024572,Payment Failure,Yes,6
S78143,U1010965,App Crash,No,1
S78144,U1036580,Payment Failure,Yes,9
S78145,U1039665,Refund Delay,Yes,1
S78146,U1010276,Refund Delay,Yes,9
S78147,U1016300,Login Issue,Yes,6
S78148,U1017183,Payment Failure,Yes,7
S78149,U1083077,Login Issue,Yes,7
S78150,U1015294,Login Issue,Yes,7
S78151,U1028477,Login Issue,No,5
S78152,U1007568,Refund Delay,Yes,8
S78153,U1062290,Payment Failure,Yes,4
S78154,U1059419,Refund Delay,Yes,4
S78155,U1089390,Payment Failure,Yes,5
S78156,U1027242,Refund Delay,Yes,9
S78157,U1034060,App Crash,No,3
S78158,U1042012,Login Issue,Yes,7
S78159,U1010926,Refund Delay,Yes,5
S78160,U1052938,Refund Delay,Yes,3
S78161,U1022015,Refund Delay,Yes,6
S78162,U1077473,Refund Delay,Yes,4
S78163,U1006220,Login Issue,Yes,7
S78164,U1041257,Refund Delay,Yes,5
S78165,U1095672,App Crash,Yes,5
S78166,U1095306,Refund Delay,Yes,3
S78167,U1005771,App Crash,Yes,5
S78168,U1080303,App Crash,Yes,8
S78169,U1036312,Refund Delay,Yes,2
S78170,U1022912,Login Issue,Yes,7
S78171,U1079222,Login Issue,No,9
S78172,U1078413,Payment Failure,Yes,9
S78173,U1061675,App Crash,Yes,3
S78174,U1003181,Login Issue,Yes,8
S78175,U1094432,Refund Delay,Yes,3
S78176,U1001562,Refund Delay,Yes,5
S78177,U1073584,Login Issue,No,8
S78178,U1044676,Login Issue,Yes,8
S78179,U1032280,Payment Failure,Yes,2
S78180,U1089617,App Crash,Yes,1
S78181,U1043791,Login Issue,Yes,6
S78182,U1042595,Login Issue,Yes,9
S78183,U1096328,Payment Failure,Yes,8
S78184,U1029723,Refund Delay,Yes,3
S78185,U1089529,Refund Delay,Yes,6
S78186,U1065807,App Crash,Yes,4
S78187,U1077469,Login Issue,Yes,3
S78188,U1098365,App Crash,Yes,4
S78189,U1017381,App Crash,Yes,8
S78190,U1069886,Refund Delay,Yes,3
S78191,U1024542,App Crash,No,7
S78192,U1081299,Refund Delay,Yes,6
S78193,U1086527,Login Issue,No,5
S78194,U1058477,Refund Delay,Yes,7
S78195,U1008497,Login Issue,No,1
S78196,U1060145,Refund Delay,Yes,3
S78197,U1020196,Refund Delay,Yes,9
S78198,U1053438,App Crash,Yes,6
S78199,U1084383,Refund Delay,Yes,9
S78200,U1032538,App Crash,Yes,4
S78201,U1065591,Login Issue,Yes,7
S78202,U1086900,Payment Failure,Yes,4
S78203,U1061932,Login Issue,Yes,9
S78204,U1026855,Login Issue,Yes,7
S78205,U1097067,Refund Delay,Yes,5
S78206,U1020394,Login Issue,Yes,4
S78207,U1083812,App Crash,No,4
S78208,U1019886,Payment Failure,Yes,1
S78209,U1001464,Refund Delay,Yes,1
S78210,U1083089,App Crash,Yes,3
S78211,U1032214,Refund Delay,Yes,4
S78212,U1092984,Refund Delay,Yes,6
S78213,U1068799,Payment Failure,Yes,3
S78214,U1063181,Login Issue,No,8
S78215,U1087770,Login Issue,Yes,4
S78216,U1035260,Payment Failure,Yes,4
S78217,U1099154,Refund Delay,Yes,9
S78218,U1092268,Refund Delay,Yes,4
S78219,U1056520,Login Issue,No,7
S78220,U1000430,Login Issue,Yes,9
S78221,U1050506,Payment Failure,Yes,2
S78222,U1092412,Login Issue,Yes,1
S78223,U1015373,App Crash,Yes,4
S78224,U1073303,Refund Delay,No,5
S78225,U1036611,Refund Delay,No,9
S78226,U1098083,App Crash,Yes,3
S78227,U1075893,App Crash,Yes,5
S78228,U1089170,Payment Failure,No,9
S78229,U1064953,Payment Failure,Yes,3
S78230,U1047569,Login Issue,Yes,9
S78231,U1068708,App Crash,Yes,3
S78232,U1085376,Login Issue,No,5
S78233,U1000383,Login Issue,Yes,2
S78234,U1083191,Refund Delay,No,4
S78235,U1090745,Refund Delay,Yes,8
S78236,U1047397,Payment Failure,Yes,4
S78237,U1006966,Refund Delay,Yes,8
S78238,U1046462,Refund Delay,Yes,7
S78239,U1024125,App Crash,Yes,8
S78240,U1097377,Refund Delay,Yes,9
S78241,U1044138,App Crash,Yes,8
S78242,U1078493,Login Issue,Yes,1
S78243,U1067054,Payment Failure,Yes,5
S78244,U1067541,Payment Failure,Yes,9
S78245,U1011197,Payment Failure,Yes,3
S78246,U1038479,App Crash,Yes,4
S78247,U1078444,Payment Failure,Yes,8
S78248,U1053192,App Crash,Yes,4
S78249,U1014811,App Crash,No,2
S78250,U1063193,Login Issue,No,6
S78251,U1076207,Login Issue,Yes,8
S78252,U1016932,Refund Delay,No,1
S78253,U1021723,App Crash,Yes,9
S78254,U1065191,App Crash,Yes,2
S78255,U1081074,Refund Delay,Yes,1
S78256,U1052188,Login Issue,Yes,1
S78257,U1008720,App Crash,Yes,9
S78258,U1044406,Payment Failure,Yes,6
S78259,U1020856,Refund Delay,Yes,5
S78260,U1006518,App Crash,Yes,6
S78261,U1018881,Payment Failure,Yes,5
S78262,U1029596,Login Issue,Yes,9
S78263,U1075231,Payment Failure,No,5
S78264,U1023236,Payment Failure,Yes,6
S78265,U1011504,Payment Failure,Yes,8
S78266,U1063114,Refund Delay,Yes,3
S78267,U1022379,Login Issue,Yes,5
S78268,U1011970,Login Issue,Yes,5
S78269,U1012846,Payment Failure,Yes,9
S78270,U1023712,App Crash,Yes,1
S78271,U1053454,App Crash,Yes,8
S78272,U1041005,Payment Failure,Yes,9
S78273,U1036087,Refund Delay,Yes,3
S78274,U1035153,App Crash,Yes,4
S78275,U1009532,Login Issue,Yes,8
S78276,U1010577,Refund Delay,Yes,3
S78277,U1079669,Login Issue,Yes,8
S78278,U1049248,App Crash,Yes,5
S78279,U1029171,Refund Delay,Yes,5
S78280,U1040095,Payment Failure,Yes,1
S78281,U1048791,Login Issue,Yes,3
S78282,U1006087,App Crash,Yes,4
S78283,U1055158,Login Issue,Yes,4
S78284,U1088268,Login Issue,Yes,3
S78285,U1002877,App Crash,Yes,3
S78286,U1092477,App Crash,Yes,5
S78287,U1026645,Refund Delay,Yes,7
S78288,U1075652,Login Issue,Yes,9
S78289,U1065000,App Crash,Yes,9
S78290,U1011612,App Crash,Yes,4
S78291,U1010098,Payment Failure,Yes,9
S78292,U1085332,Refund Delay,Yes,9
S78293,U1057936,Payment Failure,Yes,5
S78294,U1059333,Payment Failure,Yes,5
S78295,U1098281,Payment Failure,Yes,9
S78296,U1012611,Refund Delay,Yes,5
S78297,U1029478,Payment Failure,Yes,6
S78298,U1030806,Login Issue,Yes,2
S78299,U1042262,Login Issue,Yes,4
S78300,U1098782,Refund Delay,No,5
S78301,U1052727,Payment Failure,No,9
S78302,U1014806,Payment Failure,Yes,9
S78303,U1029094,App Crash,Yes,8
S78304,U1018843,App Crash,No,1
S78305,U1013892,Payment Failure,Yes,8
S78306,U1013814,Payment Failure,Yes,7
S78307,U1077202,Login Issue,Yes,6
S78308,U1024730,App Crash,Yes,5
S78309,U1039662,Refund Delay,Yes,7
S78310,U1055472,Payment Failure,No,1
S78311,U1078106,Login Issue,Yes,1
S78312,U1005144,Login Issue,Yes,4
S78313,U1048773,App Crash,Yes,2
S78314,U1093276,Refund Delay,No,6
S78315,U1008692,Login Issue,Yes,8
S78316,U1010494,Refund Delay,Yes,8
S78317,U1079980,App Crash,Yes,2
S78318,U1028627,App Crash,No,2
S78319,U1063298,Refund Delay,Yes,7
S78320,U1006465,Payment Failure,Yes,8
S78321,U1000117,Payment Failure,Yes,2
S78322,U1069868,App Crash,Yes,5
S78323,U1074972,Refund Delay,Yes,2
S78324,U1014814,App Crash,No,9
S78325,U1078214,Login Issue,Yes,5
S78326,U1058595,Payment Failure,Yes,9
S78327,U1035963,Refund Delay,Yes,4
S78328,U1096745,Payment Failure,Yes,4
S78329,U1036738,Refund Delay,Yes,5
S78330,U1066956,Login Issue,Yes,1
S78331,U1045845,Payment Failure,No,3
S78332,U1072378,Refund Delay,No,3
S78333,U1044513,Login Issue,Yes,1
S78334,U1046561,Refund Delay,Yes,4
S78335,U1032254,App Crash,Yes,2
S78336,U1008937,Payment Failure,No,6
S78337,U1051321,Login Issue,Yes,1
S78338,U1052605,Payment Failure,Yes,1
S78339,U1074219,Login Issue,Yes,2
S78340,U1095357,Refund Delay,Yes,9
S78341,U1070281,Login Issue,Yes,5
S78342,U1096595,App Crash,Yes,2
S78343,U1052719,App Crash,Yes,2
S78344,U1034558,Login Issue,No,6
S78345,U1074286,Payment Failure,Yes,5
S78346,U1071862,Payment Failure,Yes,5
S78347,U1026335,App Crash,Yes,5
S78348,U1093554,Login Issue,Yes,8
S78349,U1096386,Payment Failure,Yes,4
S78350,U1004772,Refund Delay,Yes,2
S78351,U1034257,Login Issue,Yes,2
S78352,U1018449,App Crash,Yes,4
S78353,U1094226,Login Issue,Yes,9
S78354,U1070754,Login Issue,Yes,5
S78355,U1024751,Refund Delay,Yes,8
S78356,U1097948,Payment Failure,Yes,6
S78357,U1024172,Login Issue,Yes,6
S78358,U1006115,Payment Failure,No,4
S78359,U1097643,App Crash,Yes,1
S78360,U1038347,Payment Failure,Yes,5
S78361,U1070999,Refund Delay,Yes,1
S78362,U1073478,Payment Failure,Yes,1
S78363,U1040353,Refund Delay,Yes,9
S78364,U1024844,App Crash,Yes,1
S78365,U1011221,Refund Delay,Yes,6
S78366,U1056153,Refund Delay,Yes,1
S78367,U1074283,Login Issue,Yes,7
S78368,U1054104,Payment Failure,Yes,6
S78369,U1097329,Login Issue,Yes,9
S78370,U1017751,App Crash,Yes,8
S78371,U1077692,Login Issue,No,4
S78372,U1016771,Payment Failure,Yes,5
S78373,U1033741,Refund Delay,Yes,7
S78374,U1025026,Payment Failure,Yes,5
S78375,U1061912,App Crash,Yes,8
S78376,U1072121,Refund Delay,Yes,4
S78377,U1016295,Refund Delay,Yes,6
S78378,U1037160,Refund Delay,Yes,6
S78379,U1062188,Refund Delay,No,1
S78380,U1065270,Payment Failure,Yes,8
S78381,U1084192,Login Issue,Yes,9
S78382,U1086879,Login Issue,Yes,6
S78383,U1012356,Refund Delay,Yes,1
S78384,U1041931,Login Issue,No,3
S78385,U1026679,Refund Delay,Yes,4
S78386,U1024005,Payment Failure,No,1
S78387,U1056726,App Crash,Yes,3
S78388,U1093232,Payment Failure,Yes,8
S78389,U1004312,Refund Delay,Yes,2
S78390,U1083510,App Crash,Yes,2
S78391,U1031739,Refund Delay,Yes,1
S78392,U1006058,App Crash,No,9
S78393,U1031291,Payment Failure,Yes,9
S78394,U1088778,Payment Failure,Yes,7
S78395,U1010709,Refund Delay,Yes,5
S78396,U1095511,Payment Failure,No,9
S78397,U1058920,Refund Delay,Yes,7
S78398,U1084847,Login Issue,Yes,4
S78399,U1039348,App Crash,Yes,7
S78400,U1065249,Payment Failure,Yes,6
S78401,U1067826,Login Issue,Yes,1
S78402,U1039504,Refund Delay,Yes,5
S78403,U1078266,Login Issue,Yes,9
S78404,U1073125,Login Issue,Yes,3
S78405,U1003727,Refund Delay,Yes,4
S78406,U1087160,Login Issue,Yes,5
S78407,U1064979,Login Issue,Yes,6
S78408,U1049974,Refund Delay,Yes,8
S78409,U1013645,Login Issue,Yes,7
S78410,U1074194,Refund Delay,Yes,5
S78411,U1098749,Payment Failure,Yes,2
S78412,U1032884,Payment Failure,No,9
S78413,U1055295,App Crash,Yes,9
S78414,U1020433,Payment Failure,Yes,7
S78415,U1024633,Refund Delay,Yes,8
S78416,U1093211,App Crash,No,5
S78417,U1078067,App Crash,Yes,9
S78418,U1069814,Payment Failure,Yes,2
S78419,U1059201,Payment Failure,Yes,4
S78420,U1021959,Refund Delay,Yes,3
S78421,U1006392,Refund Delay,Yes,2
S78422,U1032206,Login Issue,Yes,8
S78423,U1088642,App Crash,Yes,3
S78424,U1083726,Refund Delay,Yes,5
S78425,U1057594,Payment Failure,Yes,4
S78426,U1040581,Payment Failure,Yes,8
S78427,U1021436,Payment Failure,Yes,7
S78428,U1027737,Login Issue,Yes,9
S78429,U1085480,Refund Delay,Yes,9
S78430,U1004172,Login Issue,Yes,8
S78431,U1087375,App Crash,No,9
S78432,U1073673,Login Issue,Yes,6
S78433,U1057521,App Crash,Yes,9
S78434,U1064145,Refund Delay,Yes,5
S78435,U1026389,Payment Failure,Yes,7
S78436,U1026282,Payment Failure,Yes,3
S78437,U1082150,Payment Failure,No,3
S78438,U1085392,Refund Delay,Yes,8
S78439,U1032267,Payment Failure,No,3
S78440,U1022577,Payment Failure,Yes,7
S78441,U1031834,Payment Failure,Yes,8
S78442,U1086586,App Crash,Yes,6
S78443,U1000900,App Crash,Yes,3
S78444,U1003690,Refund Delay,Yes,8
S78445,U1025586,App Crash,Yes,1
S78446,U1027805,Login Issue,Yes,1
S78447,U1073812,Refund Delay,Yes,7
S78448,U1078123,Payment Failure,Yes,2
S78449,U1051215,Login Issue,No,9
S78450,U1044896,Payment Failure,Yes,2
S78451,U1067799,Refund Delay,No,4
S78452,U1005171,Refund Delay,Yes,8
S78453,U1001068,Login Issue,Yes,4
S78454,U1025102,Login Issue,Yes,1
S78455,U1063788,Login Issue,Yes,2
S78456,U1092117,App Crash,Yes,7
S78457,U1000816,Payment Failure,Yes,8
S78458,U1019486,App Crash,Yes,9
S78459,U1057424,Refund Delay,Yes,2
S78460,U1034900,Login Issue,Yes,3
S78461,U1075045,Refund Delay,Yes,5
S78462,U1091881,Login Issue,Yes,9
S78463,U1007340,Refund Delay,Yes,1
S78464,U1042781,Refund Delay,Yes,4
S78465,U1078687,App Crash,Yes,4
S78466,U1003035,Login Issue,Yes,1
S78467,U1013918,App Crash,Yes,4
S78468,U1030611,Login Issue,Yes,3
S78469,U1058331,Refund Delay,Yes,9
S78470,U1085421,App Crash,No,1
S78471,U1033709,Refund Delay,Yes,9
S78472,U1018491,Refund Delay,Yes,4
S78473,U1054526,Login Issue,Yes,4
S78474,U1053095,App Crash,Yes,1
S78475,U1002902,Login Issue,Yes,5
S78476,U1016370,Refund Delay,No,3
S78477,U1064436,Payment Failure,Yes,3
S78478,U1065502,App Crash,Yes,9
S78479,U1046765,Refund Delay,Yes,5
S78480,U1087338,Payment Failure,No,7
S78481,U1079946,App Crash,No,9
S78482,U1075721,Login Issue,Yes,3
S78483,U1014599,Login Issue,Yes,8
S78484,U1091566,Refund Delay,Yes,3
S78485,U1071707,App Crash,Yes,2
S78486,U1095970,App Crash,Yes,1
S78487,U1049984,App Crash,Yes,9
S78488,U1039969,Refund Delay,Yes,3
S78489,U1072482,App Crash,No,7
S78490,U1057151,Login Issue,Yes,6
S78491,U1011157,App Crash,No,3
S78492,U1066718,Payment Failure,No,6
S78493,U1083180,Refund Delay,Yes,5
S78494,U1078391,Login Issue,Yes,5
S78495,U1033149,Refund Delay,Yes,1
S78496,U1047803,App Crash,No,7
S78497,U1046016,Payment Failure,No,4
S78498,U1064893,Login Issue,Yes,3
S78499,U1084291,App Crash,No,8
S78500,U1062555,App Crash,Yes,8
S78501,U1066927,Refund Delay,Yes,8
S78502,U1047576,Refund Delay,Yes,3
S78503,U1093054,Refund Delay,Yes,6
S78504,U1083843,Payment Failure,Yes,1
S78505,U1074738,Payment Failure,Yes,3
S78506,U1063979,Payment Failure,No,6
S78507,U1088078,Login Issue,Yes,5
S78508,U1023202,Payment Failure,Yes,9
S78509,U1039081,Login Issue,Yes,9
S78510,U1077061,Refund Delay,Yes,9
S78511,U1021724,App Crash,Yes,3
S78512,U1014875,Login Issue,Yes,5
S78513,U1060425,App Crash,Yes,8
S78514,U1004292,Login Issue,No,2
S78515,U1045062,Refund Delay,No,5
S78516,U1021460,Refund Delay,Yes,6
S78517,U1069902,Payment Failure,No,2
S78518,U1070622,Refund Delay,No,7
S78519,U1021110,Refund Delay,No,5
S78520,U1032769,Refund Delay,Yes,4
S78521,U1011876,Payment Failure,Yes,4
S78522,U1069647,App Crash,No,2
S78523,U1068277,Login Issue,Yes,4
S78524,U1064751,Login Issue,Yes,6
S78525,U1009759,App Crash,Yes,2
S78526,U1018488,App Crash,Yes,4
S78527,U1097216,Login Issue,Yes,7
S78528,U1039888,App Crash,Yes,6
S78529,U1021682,Payment Failure,Yes,8
S78530,U1082421,Login Issue,Yes,1
S78531,U1009014,Refund Delay,Yes,3
S78532,U1078792,Payment Failure,Yes,6
S78533,U1023410,App Crash,Yes,1
S78534,U1055670,Login Issue,Yes,7
S78535,U1018040,Refund Delay,No,2
S78536,U1002206,Login Issue,Yes,4
S78537,U1034885,Refund Delay,Yes,8
S78538,U1029588,App Crash,Yes,5
S78539,U1058438,Login Issue,Yes,2
S78540,U1010724,App Crash,Yes,9
S78541,U1056588,Login Issue,Yes,1
S78542,U1018995,Refund Delay,Yes,1
S78543,U1074538,Refund Delay,Yes,3
S78544,U1067603,Payment Failure,Yes,4
S78545,U1014634,Login Issue,Yes,2
S78546,U1026012,Login Issue,Yes,3
S78547,U1064055,App Crash,No,4
S78548,U1086538,App Crash,Yes,9
S78549,U1061708,App Crash,Yes,7
S78550,U1065878,Refund Delay,No,9
S78551,U1012428,Payment Failure,Yes,8
S78552,U1007399,Login Issue,Yes,4
S78553,U1073059,App Crash,Yes,5
S78554,U1041441,Refund Delay,Yes,8
S78555,U1022742,Payment Failure,Yes,3
S78556,U1068572,App Crash,No,9
S78557,U1010234,Login Issue,Yes,9
S78558,U1045978,Refund Delay,Yes,5
S78559,U1094770,Refund Delay,Yes,3
S78560,U1028949,Payment Failure,Yes,9
S78561,U1005686,Login Issue,Yes,9
S78562,U1025852,Refund Delay,Yes,8
S78563,U1090351,App Crash,Yes,5
S78564,U1026307,App Crash,No,1
S78565,U1063188,Login Issue,Yes,2
S78566,U1014626,App Crash,Yes,3
S78567,U1072935,Refund Delay,Yes,3
S78568,U1039650,Refund Delay,Yes,8
S78569,U1065367,Login Issue,Yes,4
S78570,U1070911,App Crash,Yes,8
S78571,U1025595,Payment Failure,Yes,4
S78572,U1099556,App Crash,Yes,8
S78573,U1065621,Refund Delay,Yes,1
S78574,U1002137,Login Issue,Yes,9
S78575,U1089308,Login Issue,Yes,5
S78576,U1009008,Refund Delay,Yes,7
S78577,U1097125,Refund Delay,Yes,5
S78578,U1087320,Payment Failure,Yes,8
S78579,U1091396,Login Issue,Yes,9
S78580,U1052973,Login Issue,Yes,5
S78581,U1068860,Refund Delay,Yes,7
S78582,U1010172,Payment Failure,Yes,8
S78583,U1098638,Login Issue,Yes,1
S78584,U1078517,Refund Delay,No,6
S78585,U1060619,Refund Delay,No,7
S78586,U1062980,Login Issue,Yes,1
S78587,U1058290,App Crash,No,8
S78588,U1021626,Login Issue,Yes,3
S78589,U1050384,Login Issue,Yes,3
S78590,U1064335,Login Issue,No,3
S78591,U1072471,App Crash,No,1
S78592,U1057482,Payment Failure,Yes,8
S78593,U1001171,Login Issue,Yes,2
S78594,U1071137,Refund Delay,Yes,7
S78595,U1040338,App Crash,Yes,3
S78596,U1004914,Login Issue,No,1
S78597,U1076880,App Crash,Yes,9
S78598,U1079693,Payment Failure,Yes,4
S78599,U1079537,App Crash,Yes,9
S78600,U1040273,Refund Delay,Yes,5
S78601,U1067428,Refund Delay,No,5
S78602,U1048226,Payment Failure,Yes,1
S78603,U1044986,Login Issue,Yes,2
S78604,U1009811,App Crash,Yes,9
S78605,U1057004,Payment Failure,Yes,3
S78606,U1074864,Payment Failure,Yes,7
S78607,U1081611,Payment Failure,Yes,7
S78608,U1028662,Payment Failure,Yes,8
S78609,U1095221,Refund Delay,Yes,9
S78610,U1078700,Payment Failure,Yes,4
S78611,U1070979,Payment Failure,No,8
S78612,U1041103,App Crash,Yes,4
S78613,U1039946,App Crash,Yes,5
S78614,U1015947,Login Issue,Yes,9
S78615,U1052673,App Crash,Yes,6
S78616,U1026744,Refund Delay,Yes,6
S78617,U1026489,Refund Delay,Yes,5
S78618,U1085512,Login Issue,No,2
S78619,U1097215,Payment Failure,Yes,8
S78620,U1063607,Payment Failure,Yes,7
S78621,U1080299,Login Issue,Yes,3
S78622,U1065631,App Crash,Yes,2
S78623,U1057451,Payment Failure,No,2
S78624,U1082572,Login Issue,Yes,3
S78625,U1001747,Payment Failure,Yes,2
S78626,U1058026,Login Issue,Yes,1
S78627,U1029576,Payment Failure,Yes,6
S78628,U1096700,App Crash,Yes,7
S78629,U1059400,Login Issue,Yes,3
S78630,U1016643,App Crash,Yes,8
S78631,U1096023,Refund Delay,No,8
S78632,U1094721,Login Issue,No,8
S78633,U1038443,Refund Delay,No,2
S78634,U1084341,Payment Failure,Yes,8
S78635,U1024588,Refund Delay,Yes,1
S78636,U1075971,App Crash,Yes,3
S78637,U1058505,Login Issue,Yes,3
S78638,U1082439,App Crash,Yes,5
S78639,U1088706,Refund Delay,Yes,3
S78640,U1054239,Refund Delay,Yes,5
S78641,U1067434,Payment Failure,Yes,3
S78642,U1032844,Refund Delay,Yes,5
S78643,U1063139,Payment Failure,Yes,2
S78644,U1091465,Payment Failure,No,2
S78645,U1035863,Login Issue,Yes,2
S78646,U1008437,Login Issue,Yes,8
S78647,U1039462,Refund Delay,Yes,9
S78648,U1032393,Refund Delay,Yes,2
S78649,U1059673,Login Issue,Yes,6
S78650,U1024456,App Crash,Yes,8
S78651,U1058153,App Crash,Yes,4
S78652,U1058818,Payment Failure,No,4
S78653,U1046305,Login Issue,Yes,4
S78654,U1098127,Refund Delay,Yes,5
S78655,U1069016,App Crash,Yes,3
S78656,U1090417,Refund Delay,Yes,8
S78657,U1028671,Login Issue,Yes,8
S78658,U1007918,Refund Delay,Yes,8
S78659,U1087336,App Crash,No,4
S78660,U1003421,App Crash,No,3
S78661,U1054859,Payment Failure,Yes,7
S78662,U1011355,App Crash,No,3
S78663,U1014874,Payment Failure,Yes,4
S78664,U1035856,Refund Delay,Yes,7
S78665,U1028259,Login Issue,Yes,5
S78666,U1037871,Login Issue,Yes,2
S78667,U1046223,Refund Delay,Yes,2
S78668,U1075681,Login Issue,Yes,6
S78669,U1091413,Payment Failure,Yes,3
S78670,U1039345,Login Issue,Yes,5
S78671,U1001369,App Crash,Yes,9
S78672,U1073421,App Crash,Yes,5
S78673,U1015553,Refund Delay,Yes,3
S78674,U1098065,Refund Delay,Yes,7
S78675,U1091446,Login Issue,Yes,6
S78676,U1047081,App Crash,Yes,5
S78677,U1082878,Payment Failure,Yes,9
S78678,U1060870,Login Issue,Yes,3
S78679,U1060480,Login Issue,No,3
S78680,U1042302,Login Issue,No,1
S78681,U1026216,Login Issue,Yes,9
S78682,U1021774,Login Issue,Yes,1
S78683,U1014565,Payment Failure,Yes,8
S78684,U1085277,App Crash,Yes,5
S78685,U1036759,Login Issue,Yes,5
S78686,U1084990,App Crash,Yes,9
S78687,U1041318,Refund Delay,Yes,4
S78688,U1074382,Payment Failure,Yes,4
S78689,U1072113,Login Issue,Yes,9
S78690,U1083523,Payment Failure,No,8
S78691,U1003531,Login Issue,No,5
S78692,U1066465,Refund Delay,Yes,8
S78693,U1015678,Payment Failure,Yes,9
S78694,U1078778,App Crash,Yes,1
S78695,U1081415,App Crash,No,7
S78696,U1019449,Payment Failure,Yes,2
S78697,U1063919,App Crash,Yes,7
S78698,U1063104,Payment Failure,Yes,2
S78699,U1016210,Login Issue,No,6
S78700,U1075903,App Crash,No,6
S78701,U1038747,App Crash,Yes,9
S78702,U1046474,App Crash,Yes,4
S78703,U1040716,Refund Delay,No,4
S78704,U1033280,Login Issue,Yes,3
S78705,U1017441,Refund Delay,Yes,5
S78706,U1023904,Payment Failure,No,6
S78707,U1068096,Payment Failure,Yes,2
S78708,U1043696,Login Issue,Yes,3
S78709,U1044017,Login Issue,No,5
S78710,U1048641,Refund Delay,Yes,1
S78711,U1069317,Login Issue,Yes,6
S78712,U1013065,App Crash,Yes,4
S78713,U1085115,Refund Delay,Yes,7
S78714,U1015150,App Crash,No,5
S78715,U1063263,Refund Delay,Yes,6
S78716,U1002470,App Crash,Yes,2
S78717,U1084336,App Crash,Yes,4
S78718,U1092938,App Crash,Yes,9
S78719,U1053840,Login Issue,Yes,1
S78720,U1050302,Refund Delay,Yes,2
S78721,U1002752,Refund Delay,Yes,5
S78722,U1072038,Refund Delay,Yes,8
S78723,U1091219,Refund Delay,Yes,2
S78724,U1075044,App Crash,No,1
S78725,U1070026,Refund Delay,No,2
S78726,U1097485,Login Issue,Yes,2
S78727,U1002612,Payment Failure,Yes,1
S78728,U1028333,App Crash,Yes,6
S78729,U1029768,Payment Failure,Yes,4
S78730,U1037632,App Crash,Yes,7
S78731,U1005757,Login Issue,Yes,6
S78732,U1073089,Payment Failure,Yes,3
S78733,U1088748,App Crash,Yes,6
S78734,U1069997,App Crash,Yes,5
S78735,U1041071,App Crash,Yes,9
S78736,U1048442,Payment Failure,Yes,8
S78737,U1091114,Login Issue,Yes,3
S78738,U1004341,App Crash,Yes,1
S78739,U1038965,App Crash,Yes,4
S78740,U1062927,Refund Delay,Yes,9
S78741,U1005216,Payment Failure,Yes,7
S78742,U1082072,Payment Failure,Yes,6
S78743,U1068802,Payment Failure,Yes,4
S78744,U1087308,App Crash,Yes,7
S78745,U1094776,Payment Failure,Yes,5
S78746,U1095526,App Crash,Yes,2
S78747,U1020311,Refund Delay,Yes,7
S78748,U1081719,Login Issue,Yes,8
S78749,U1095275,Payment Failure,Yes,4
S78750,U1040250,Refund Delay,Yes,3
S78751,U1054836,App Crash,Yes,9
S78752,U1077157,Payment Failure,Yes,4
S78753,U1096684,Payment Failure,Yes,2
S78754,U1092161,Payment Failure,No,2
S78755,U1066777,App Crash,Yes,5
S78756,U1009538,Login Issue,Yes,3
S78757,U1023118,Payment Failure,Yes,5
S78758,U1093264,Payment Failure,No,8
S78759,U1068899,App Crash,Yes,8
S78760,U1084503,Refund Delay,Yes,3
S78761,U1095643,Payment Failure,Yes,2
S78762,U1087266,Login Issue,Yes,2
S78763,U1021142,App Crash,No,5
S78764,U1007714,Login Issue,Yes,9
S78765,U1061048,App Crash,No,5
S78766,U1045524,Login Issue,Yes,5
S78767,U1057562,Refund Delay,Yes,8
S78768,U1029119,Refund Delay,Yes,4
S78769,U1024981,Login Issue,Yes,1
S78770,U1038573,Refund Delay,Yes,4
S78771,U1096896,Refund Delay,Yes,1
S78772,U1038760,Login Issue,Yes,6
S78773,U1075367,App Crash,Yes,2
S78774,U1046399,Payment Failure,Yes,3
S78775,U1014348,Refund Delay,Yes,3
S78776,U1036754,App Crash,Yes,9
S78777,U1023086,Payment Failure,Yes,3
S78778,U1095418,App Crash,No,5
S78779,U1076181,App Crash,No,3
S78780,U1021880,Refund Delay,Yes,1
S78781,U1076757,Login Issue,Yes,7
