user_id,campaign_type,engaged,conversion
U1013063,Cashback,No,Yes
U1038474,Personalized Offer,Yes,No
U1079951,Personalized Offer,Yes,No
U1034846,Discount,No,Yes
U1089760,Personalized Offer,Yes,No
U1021399,Cashback,Yes,Yes
U1070040,Discount,No,No
U1041481,Cashback,Yes,No
U1047172,Referral,Yes,No
U1064252,Discount,Yes,Yes
U1095409,Referral,Yes,Yes
U1096048,Cashback,No,No
U1032899,Personalized Offer,Yes,No
U1062020,Personalized Offer,Yes,No
U1065581,Personalized Offer,Yes,No
U1012906,Discount,Yes,No
U1076512,Discount,No,Yes
U1048007,Referral,No,Yes
U1001413,Personalized Offer,Yes,Yes
U1020969,Discount,Yes,Yes
U1075855,Referral,Yes,No
U1045060,Cashback,Yes,No
U1049614,Personalized Offer,No,Yes
U1025936,Discount,Yes,Yes
U1067760,Personalized Offer,Yes,Yes
U1009691,Cashback,No,Yes
U1081670,Referral,Yes,No
U1017498,Personalized Offer,Yes,No
U1032685,Discount,No,No
U1067059,Referral,Yes,No
U1037464,Cashback,No,No
U1077910,Referral,No,Yes
U1057868,Personalized Offer,No,Yes
U1031722,Referral,No,No
U1030561,Discount,Yes,Yes
U1097668,Referral,No,Yes
U1069552,Personalized Offer,Yes,No
U1084651,Personalized Offer,No,No
U1074697,Referral,Yes,Yes
U1007982,Discount,Yes,Yes
U1079795,Cashback,Yes,No
U1044986,Referral,Yes,No
U1070457,Cashback,No,Yes
U1098396,Cashback,Yes,No
U1029928,Personalized Offer,No,No
U1030495,Personalized Offer,No,No
U1092937,Discount,No,Yes
U1097603,Cashback,No,Yes
U1004677,Personalized Offer,No,Yes
U1053714,Discount,Yes,Yes
U1039821,Cashback,No,No
U1043025,Personalized Offer,Yes,Yes
U1087097,Referral,Yes,Yes
U1052573,Personalized Offer,Yes,No
U1034738,Referral,Yes,Yes
U1089118,Referral,Yes,No
U1088663,Referral,No,Yes
U1055358,Cashback,Yes,No
U1094527,Personalized Offer,Yes,Yes
U1045271,Discount,Yes,Yes
U1032399,Personalized Offer,Yes,No
U1080223,Discount,No,No
U1076840,Personalized Offer,Yes,Yes
U1095424,Cashback,Yes,No
U1023077,Discount,No,No
U1031687,Discount,No,No
U1068299,Referral,No,No
U1022585,Referral,Yes,Yes
U1079902,Cashback,Yes,No
U1065460,Personalized Offer,No,Yes
U1089594,Discount,No,Yes
U1052734,Referral,Yes,No
U1065563,Discount,Yes,Yes
U1011960,Personalized Offer,Yes,No
U1047915,Discount,No,No
U1055504,Cashback,Yes,Yes
U1039348,Discount,Yes,No
U1013859,Cashback,No,No
U1039139,Cashback,Yes,Yes
U1047397,Personalized Offer,Yes,Yes
U1036546,Personalized Offer,Yes,No
U1051263,Discount,Yes,No
U1090481,Cashback,No,Yes
U1059060,Discount,No,Yes
U1072006,Personalized Offer,Yes,Yes
U1066749,Personalized Offer,No,No
U1018872,Discount,Yes,No
U1099476,Cashback,Yes,Yes
U1041531,Discount,Yes,No
U1043100,Personalized Offer,No,No
U1086005,Cashback,No,No
U1040590,Referral,Yes,Yes
U1090637,Personalized Offer,Yes,Yes
U1067445,Discount,No,No
U1016759,Personalized Offer,No,No
U1039790,Discount,Yes,Yes
U1097948,Discount,No,No
U1077378,Discount,Yes,Yes
U1014855,Discount,No,No
U1051607,Referral,No,Yes
U1051950,Referral,Yes,No
U1049939,Cashback,Yes,Yes
U1056485,Cashback,No,No
U1057177,Personalized Offer,No,Yes
U1052191,Personalized Offer,No,No
U1051404,Discount,No,No
U1018037,Referral,No,No
U1049834,Referral,Yes,No
U1073221,Personalized Offer,No,No
U1092236,Discount,Yes,Yes
U1003189,Personalized Offer,No,No
U1052457,Cashback,Yes,No
U1033750,Discount,Yes,No
U1011224,Referral,Yes,No
U1072253,Discount,Yes,No
U1039120,Referral,Yes,No
U1041675,Referral,No,No
U1019118,Discount,Yes,No
U1000794,Personalized Offer,No,No
U1056858,Personalized Offer,Yes,No
U1033572,Cashback,No,No
U1054995,Personalized Offer,No,No
U1093074,Discount,No,No
U1045519,Personalized Offer,Yes,Yes
U1049929,Discount,Yes,Yes
U1063726,Discount,Yes,Yes
U1056624,Discount,No,Yes
U1085564,Discount,Yes,Yes
U1019945,Personalized Offer,Yes,Yes
U1020650,Personalized Offer,No,Yes
U1072158,Cashback,Yes,No
U1091766,Personalized Offer,Yes,No
U1074911,Personalized Offer,Yes,Yes
U1096376,Cashback,No,Yes
U1072204,Discount,Yes,Yes
U1024463,Personalized Offer,No,No
U1066664,Referral,No,No
U1039321,Referral,Yes,Yes
U1078966,Referral,Yes,Yes
U1048245,Personalized Offer,No,No
U1000107,Discount,Yes,Yes
U1094968,Cashback,Yes,No
U1000574,Referral,Yes,Yes
U1048404,Referral,Yes,No
U1044132,Personalized Offer,Yes,No
U1082291,Discount,No,Yes
U1080028,Referral,No,No
U1014646,Personalized Offer,Yes,No
U1018504,Personalized Offer,Yes,Yes
U1052267,Referral,No,No
U1025782,Personalized Offer,Yes,Yes
U1026892,Referral,No,No
U1079517,Cashback,No,Yes
U1093452,Cashback,No,No
U1090817,Cashback,Yes,No
U1009683,Personalized Offer,Yes,No
U1093921,Referral,No,No
U1035121,Referral,Yes,No
U1001376,Cashback,Yes,Yes
U1052449,Discount,Yes,Yes
U1008655,Discount,Yes,No
U1046794,Personalized Offer,No,No
U1039853,Discount,Yes,No
U1020873,Referral,Yes,No
U1098218,Cashback,Yes,No
U1012809,Cashback,No,No
U1065319,Referral,Yes,No
U1078951,Personalized Offer,No,Yes
U1018399,Personalized Offer,Yes,No
U1039181,Cashback,Yes,No
U1048538,Discount,Yes,Yes
U1025392,Referral,No,No
U1085566,Personalized Offer,Yes,Yes
U1095064,Discount,Yes,Yes
U1069826,Referral,Yes,No
U1059522,Personalized Offer,No,No
U1074465,Personalized Offer,No,Yes
U1070380,Discount,No,Yes
U1057247,Referral,No,Yes
U1008806,Cashback,Yes,No
U1053858,Cashback,Yes,No
U1097154,Personalized Offer,Yes,No
U1030721,Cashback,Yes,No
U1072025,Personalized Offer,Yes,No
U1071717,Referral,Yes,No
U1068386,Discount,No,No
U1057355,Discount,Yes,No
U1088994,Discount,Yes,Yes
U1036194,Personalized Offer,Yes,No
U1034532,Cashback,No,No
U1076473,Personalized Offer,Yes,No
U1028944,Discount,Yes,Yes
U1046786,Referral,Yes,Yes
U1004424,Personalized Offer,Yes,No
U1066795,Discount,Yes,No
U1033706,Referral,No,No
U1064352,Cashback,Yes,No
U1068428,Personalized Offer,Yes,Yes
U1080676,Referral,No,No
U1079733,Discount,No,Yes
U1046016,Cashback,Yes,Yes
U1015174,Referral,No,Yes
U1031293,Personalized Offer,Yes,Yes
U1073004,Referral,No,Yes
U1055399,Personalized Offer,Yes,No
U1030238,Referral,Yes,No
U1030056,Cashback,No,Yes
U1072417,Referral,Yes,Yes
U1009575,Cashback,No,No
U1064523,Referral,Yes,Yes
U1055214,Referral,Yes,No
U1012366,Cashback,Yes,Yes
U1040859,Discount,Yes,No
U1041011,Cashback,Yes,Yes
U1060438,Discount,Yes,No
U1012150,Referral,Yes,No
U1058688,Personalized Offer,No,No
U1097714,Discount,No,No
U1023529,Personalized Offer,Yes,No
U1059966,Referral,No,No
U1023394,Referral,No,Yes
U1000672,Personalized Offer,Yes,Yes
U1086510,Personalized Offer,No,No
U1071332,Referral,No,No
U1017137,Referral,Yes,Yes
U1080633,Personalized Offer,No,Yes
U1062618,Personalized Offer,Yes,No
U1061822,Discount,No,No
U1087606,Discount,Yes,No
U1006045,Referral,Yes,No
U1039063,Personalized Offer,No,No
U1003300,Personalized Offer,Yes,Yes
U1027108,Discount,Yes,No
U1055304,Cashback,No,No
U1096897,Referral,No,No
U1056112,Referral,No,Yes
U1017713,Personalized Offer,No,No
U1067964,Referral,Yes,Yes
U1086533,Personalized Offer,Yes,Yes
U1088002,Referral,No,Yes
U1093011,Discount,Yes,Yes
U1066012,Cashback,No,No
U1022557,Cashback,Yes,Yes
U1058303,Discount,No,No
U1012290,Personalized Offer,Yes,No
U1045867,Referral,Yes,No
U1059419,Cashback,Yes,Yes
U1061706,Discount,No,Yes
U1011325,Cashback,Yes,Yes
U1050543,Referral,No,No
U1036331,Discount,No,No
U1030580,Cashback,Yes,No
U1042528,Discount,Yes,No
U1063513,Personalized Offer,No,Yes
U1044291,Cashback,Yes,Yes
U1099367,Cashback,No,No
U1068560,Discount,Yes,Yes
U1023151,Discount,No,Yes
U1039164,Referral,Yes,No
U1010420,Discount,No,No
U1037845,Personalized Offer,No,No
U1028235,Cashback,Yes,No
U1025491,Discount,Yes,No
U1078610,Personalized Offer,No,Yes
U1030981,Referral,Yes,No
U1027188,Cashback,Yes,No
U1034253,Referral,No,No
U1003872,Personalized Offer,Yes,Yes
U1020137,Cashback,Yes,Yes
U1037381,Personalized Offer,Yes,No
U1019733,Cashback,Yes,Yes
U1071009,Referral,Yes,Yes
U1071615,Referral,Yes,Yes
U1011629,Referral,No,No
U1055178,Personalized Offer,Yes,Yes
U1021603,Cashback,Yes,No
U1046299,Cashback,Yes,Yes
U1048900,Personalized Offer,No,No
U1027042,Referral,No,No
U1021563,Referral,No,No
U1085254,Referral,Yes,No
U1097778,Discount,No,Yes
U1057257,Cashback,No,No
U1022792,Cashback,Yes,Yes
U1083112,Referral,No,No
U1022312,Personalized Offer,No,No
U1044545,Personalized Offer,No,Yes
U1063975,Referral,Yes,No
U1040234,Cashback,Yes,Yes
U1008797,Cashback,No,Yes
U1099717,Referral,Yes,No
U1060202,Referral,No,No
U1026620,Discount,No,Yes
U1080552,Personalized Offer,Yes,No
U1037370,Personalized Offer,Yes,Yes
U1099261,Personalized Offer,Yes,No
U1059700,Cashback,No,No
U1014900,Cashback,Yes,Yes
U1095144,Discount,No,No
U1063499,Cashback,No,Yes
U1031698,Discount,Yes,Yes
U1022919,Cashback,Yes,Yes
U1001718,Personalized Offer,No,No
U1086897,Referral,Yes,Yes
U1070767,Referral,No,No
U1032284,Cashback,Yes,No
U1094603,Cashback,Yes,Yes
U1086915,Cashback,No,Yes
U1048512,Referral,No,No
U1031491,Personalized Offer,Yes,Yes
U1086212,Personalized Offer,Yes,Yes
U1016839,Discount,No,Yes
U1065513,Discount,Yes,Yes
U1092659,Referral,Yes,Yes
U1087654,Cashback,No,No
U1044772,Referral,Yes,No
U1097116,Discount,Yes,Yes
U1065528,Personalized Offer,Yes,Yes
U1069533,Cashback,No,Yes
U1010213,Cashback,Yes,Yes
U1035208,Personalized Offer,No,Yes
U1024673,Discount,Yes,No
U1056301,Cashback,Yes,Yes
U1036460,Cashback,Yes,No
U1088040,Cashback,No,No
U1063010,Referral,Yes,No
U1085109,Referral,Yes,Yes
U1005029,Referral,No,No
U1013262,Personalized Offer,No,No
U1006171,Personalized Offer,No,No
U1057600,Referral,Yes,Yes
U1004498,Cashback,No,No
U1094267,Personalized Offer,Yes,No
U1058109,Personalized Offer,No,No
U1078525,Cashback,No,No
U1015223,Referral,Yes,No
U1075805,Personalized Offer,No,No
U1015604,Discount,Yes,No
U1012629,Referral,Yes,Yes
U1000367,Cashback,Yes,No
U1035391,Cashback,No,Yes
U1011640,Referral,Yes,Yes
U1075569,Discount,Yes,No
U1066910,Referral,Yes,Yes
U1084132,Referral,Yes,No
U1056287,Discount,Yes,No
U1093617,Referral,Yes,No
U1015127,Discount,Yes,No
U1041372,Personalized Offer,No,No
U1009205,Cashback,Yes,No
U1000946,Personalized Offer,Yes,No
U1091820,Personalized Offer,Yes,No
U1020849,Referral,Yes,Yes
U1007259,Referral,No,Yes
U1076821,Referral,Yes,No
U1052363,Referral,Yes,No
U1096246,Cashback,No,No
U1083936,Cashback,No,No
U1069376,Personalized Offer,No,No
U1092896,Discount,No,No
U1057125,Discount,Yes,No
U1042531,Discount,No,No
U1066218,Personalized Offer,Yes,No
U1024942,Cashback,Yes,No
U1022378,Personalized Offer,Yes,No
U1021605,Personalized Offer,No,No
U1005311,Cashback,Yes,Yes
U1078345,Cashback,No,No
U1059488,Referral,Yes,No
U1058985,Referral,Yes,Yes
U1031891,Cashback,No,No
U1026565,Discount,No,No
U1028088,Personalized Offer,No,No
U1093440,Referral,No,No
U1057769,Referral,Yes,No
U1063253,Personalized Offer,Yes,No
U1083948,Discount,No,Yes
U1013610,Referral,No,No
U1044981,Cashback,Yes,Yes
U1058356,Cashback,Yes,No
U1009911,Discount,Yes,No
U1030169,Personalized Offer,Yes,No
U1025353,Referral,Yes,No
U1009521,Referral,No,No
U1063813,Discount,No,No
U1061938,Personalized Offer,No,No
U1027909,Cashback,Yes,No
U1019661,Referral,No,No
U1056879,Personalized Offer,Yes,No
U1097335,Cashback,No,Yes
U1033347,Personalized Offer,No,Yes
U1014869,Cashback,No,Yes
U1020270,Discount,No,Yes
U1010228,Discount,Yes,Yes
U1023845,Referral,Yes,No
U1007876,Discount,Yes,Yes
U1080531,Personalized Offer,Yes,No
U1063766,Referral,Yes,No
U1041735,Cashback,No,Yes
U1029333,Discount,Yes,No
U1082586,Cashback,No,No
U1005217,Cashback,No,Yes
U1029162,Referral,No,No
U1030024,Referral,Yes,No
U1096847,Cashback,Yes,Yes
U1063655,Cashback,No,No
U1063071,Personalized Offer,No,No
U1058164,Personalized Offer,Yes,Yes
U1025223,Referral,No,Yes
U1038353,Discount,Yes,Yes
U1099689,Referral,Yes,Yes
U1038827,Discount,No,Yes
U1052690,Cashback,No,No
U1064788,Personalized Offer,Yes,No
U1041340,Personalized Offer,No,Yes
U1062865,Personalized Offer,Yes,No
U1080055,Discount,No,Yes
U1092757,Discount,No,No
U1060271,Cashback,Yes,Yes
U1004485,Personalized Offer,Yes,No
U1036726,Discount,No,Yes
U1017113,Cashback,No,No
U1087822,Personalized Offer,No,Yes
U1071391,Cashback,No,Yes
U1038158,Cashback,Yes,No
U1013172,Discount,No,Yes
U1045402,Personalized Offer,No,Yes
U1027774,Cashback,No,Yes
U1029992,Referral,Yes,Yes
U1067394,Cashback,No,Yes
U1033721,Personalized Offer,Yes,Yes
U1009277,Personalized Offer,Yes,Yes
U1047797,Discount,Yes,Yes
U1052486,Referral,Yes,Yes
U1021520,Personalized Offer,Yes,No
U1027066,Personalized Offer,Yes,No
U1049306,Discount,No,Yes
U1041978,Referral,Yes,No
U1008012,Personalized Offer,No,Yes
U1003409,Cashback,No,Yes
U1047415,Cashback,Yes,No
U1096313,Personalized Offer,No,No
U1035532,Referral,No,No
U1005257,Discount,No,Yes
U1080339,Cashback,No,Yes
U1049931,Cashback,Yes,Yes
U1019100,Cashback,Yes,No
U1047240,Cashback,No,No
U1095097,Cashback,No,Yes
U1082182,Referral,No,No
U1097756,Discount,No,Yes
U1002509,Cashback,No,No
U1041369,Personalized Offer,Yes,No
U1010653,Referral,Yes,No
U1028801,Personalized Offer,Yes,Yes
U1015785,Personalized Offer,Yes,Yes
U1049820,Cashback,No,No
U1090222,Discount,Yes,No
U1026478,Cashback,Yes,Yes
U1037251,Referral,No,No
U1055698,Discount,No,Yes
U1065584,Personalized Offer,Yes,No
U1077131,Cashback,No,Yes
U1064448,Discount,No,No
U1034351,Discount,No,No
U1026466,Cashback,Yes,No
U1002383,Referral,No,No
U1003618,Discount,No,Yes
U1001698,Discount,Yes,No
U1029309,Personalized Offer,Yes,No
U1014913,Referral,Yes,No
U1008760,Discount,No,Yes
U1081746,Discount,No,No
U1083956,Cashback,Yes,Yes
U1079815,Referral,Yes,No
U1000297,Cashback,No,No
U1036345,Personalized Offer,Yes,Yes
U1082424,Discount,No,No
U1014843,Cashback,No,Yes
U1017801,Personalized Offer,No,No
U1050421,Discount,No,Yes
U1013131,Referral,No,No
U1014740,Personalized Offer,No,Yes
U1068712,Personalized Offer,No,No
U1064161,Cashback,Yes,No
U1090674,Cashback,Yes,Yes
U1032654,Personalized Offer,No,No
U1083258,Personalized Offer,No,No
U1002986,Cashback,Yes,No
U1032369,Discount,No,No
U1036034,Personalized Offer,No,Yes
U1083111,Referral,Yes,Yes
U1078526,Cashback,Yes,Yes
U1042623,Personalized Offer,No,No
U1057928,Personalized Offer,No,No
U1048305,Discount,No,No
U1028541,Discount,Yes,No
U1054056,Personalized Offer,Yes,No
U1023174,Discount,Yes,No
U1060468,Personalized Offer,No,Yes
U1028267,Referral,No,No
U1040764,Discount,No,No
U1022966,Personalized Offer,Yes,No
U1067284,Discount,Yes,Yes
U1041284,Cashback,Yes,Yes
U1014700,Cashback,Yes,Yes
U1092687,Personalized Offer,Yes,Yes
U1048389,Referral,No,No
U1057112,Cashback,No,No
U1052798,Referral,Yes,No
U1074988,Referral,Yes,Yes
U1053573,Discount,Yes,No
U1085016,Referral,No,No
U1018562,Cashback,No,No
U1058111,Cashback,Yes,Yes
U1044648,Discount,No,No
U1048477,Cashback,No,No
U1000221,Referral,Yes,No
U1091700,Discount,Yes,No
U1005552,Discount,Yes,Yes
U1074741,Referral,No,No
U1094809,Cashback,No,No
U1084650,Personalized Offer,Yes,No
U1096762,Referral,No,No
U1006349,Personalized Offer,Yes,Yes
U1008851,Referral,No,Yes
U1082200,Personalized Offer,Yes,No
U1018417,Personalized Offer,Yes,No
U1056654,Referral,No,Yes
U1017003,Referral,No,No
U1083954,Cashback,Yes,No
U1023709,Referral,Yes,No
U1043575,Cashback,Yes,Yes
U1077070,Cashback,Yes,Yes
U1019311,Discount,Yes,No
U1058696,Personalized Offer,Yes,No
U1016442,Discount,No,Yes
U1062752,Personalized Offer,Yes,No
U1017631,Discount,Yes,No
U1035255,Personalized Offer,Yes,No
U1033042,Discount,No,Yes
U1070845,Referral,Yes,No
U1049611,Cashback,No,Yes
U1029368,Cashback,Yes,Yes
U1043363,Cashback,Yes,Yes
U1072881,Discount,Yes,No
U1055282,Personalized Offer,No,No
U1047829,Personalized Offer,No,No
U1077882,Discount,No,No
U1019876,Cashback,Yes,Yes
U1075659,Personalized Offer,Yes,No
U1080425,Personalized Offer,Yes,No
U1073854,Cashback,No,No
U1056131,Cashback,Yes,No
U1064749,Referral,Yes,No
U1059386,Cashback,Yes,No
U1096209,Cashback,No,No
U1050824,Referral,Yes,Yes
U1079191,Referral,No,No
U1083900,Discount,Yes,No
U1046306,Discount,Yes,Yes
U1076747,Referral,No,Yes
U1013080,Personalized Offer,No,No
U1017801,Referral,Yes,No
U1025667,Referral,Yes,Yes
U1081612,Personalized Offer,Yes,No
U1082544,Cashback,Yes,Yes
U1026328,Personalized Offer,No,Yes
U1016893,Personalized Offer,Yes,Yes
U1052383,Personalized Offer,No,Yes
U1045747,Referral,No,No
U1088340,Referral,Yes,No
U1021551,Referral,No,Yes
U1089730,Personalized Offer,No,No
U1079240,Cashback,Yes,Yes
U1008856,Discount,No,No
U1048886,Discount,Yes,No
U1079903,Discount,Yes,No
U1095763,Cashback,No,No
U1014877,Referral,No,No
U1027401,Discount,No,Yes
U1029291,Personalized Offer,Yes,No
U1067876,Referral,Yes,No
U1037267,Discount,No,No
U1058190,Discount,Yes,No
U1045669,Discount,Yes,No
U1063029,Personalized Offer,No,Yes
U1052867,Cashback,No,Yes
U1002910,Personalized Offer,Yes,Yes
U1001662,Cashback,No,No
U1093136,Discount,Yes,No
U1018521,Discount,Yes,Yes
U1078585,Discount,Yes,No
U1005712,Discount,Yes,Yes
U1040035,Personalized Offer,Yes,Yes
U1078834,Referral,Yes,No
U1033417,Discount,Yes,Yes
U1049598,Discount,Yes,Yes
U1008468,Discount,Yes,No
U1055355,Personalized Offer,Yes,No
U1047842,Discount,No,No
U1052345,Referral,Yes,No
U1021056,Referral,Yes,No
U1090154,Personalized Offer,No,Yes
U1096742,Discount,No,Yes
U1093452,Discount,Yes,No
U1031713,Discount,No,No
U1047350,Cashback,Yes,No
U1014948,Referral,No,No
U1047117,Discount,Yes,No
U1027742,Referral,Yes,No
U1076384,Discount,No,No
U1022779,Referral,No,No
U1047560,Personalized Offer,Yes,Yes
U1050114,Personalized Offer,Yes,Yes
U1026749,Discount,No,No
U1027827,Discount,Yes,No
U1091587,Discount,Yes,Yes
U1063235,Referral,Yes,Yes
U1035586,Personalized Offer,No,No
U1003705,Personalized Offer,No,No
U1027970,Referral,Yes,No
U1091489,Cashback,Yes,No
U1016740,Referral,Yes,No
U1071808,Cashback,Yes,No
U1071495,Personalized Offer,Yes,No
U1089518,Cashback,Yes,No
U1067246,Cashback,No,No
U1046848,Discount,Yes,No
U1014043,Personalized Offer,No,No
U1044991,Cashback,Yes,No
U1038785,Cashback,No,Yes
U1029677,Referral,Yes,No
U1043402,Personalized Offer,No,No
U1082383,Referral,No,No
U1020780,Cashback,Yes,Yes
U1011550,Discount,Yes,No
U1087916,Personalized Offer,No,No
U1031224,Referral,Yes,Yes
U1012795,Referral,No,Yes
U1031293,Cashback,Yes,No
U1081696,Personalized Offer,No,Yes
U1001396,Discount,No,No
U1058073,Personalized Offer,No,No
U1058955,Personalized Offer,Yes,No
U1015159,Personalized Offer,Yes,Yes
U1043134,Cashback,Yes,Yes
U1096849,Cashback,Yes,Yes
U1037993,Discount,No,No
U1090685,Cashback,No,No
U1055510,Personalized Offer,No,Yes
U1002020,Personalized Offer,Yes,No
U1069603,Referral,Yes,Yes
U1004665,Cashback,Yes,Yes
U1011444,Referral,Yes,No
U1099006,Discount,No,Yes
U1019163,Personalized Offer,Yes,Yes
U1025203,Discount,Yes,No
U1098303,Cashback,No,No
U1038822,Referral,Yes,No
U1061181,Referral,Yes,Yes
U1086634,Discount,Yes,No
U1011233,Cashback,No,No
U1009634,Referral,Yes,No
U1031641,Referral,Yes,Yes
U1098242,Cashback,No,No
U1008501,Cashback,No,No
U1055419,Referral,Yes,Yes
U1077096,Referral,Yes,No
U1084706,Personalized Offer,Yes,No
U1010503,Referral,Yes,No
U1060225,Discount,Yes,Yes
U1067788,Discount,Yes,No
U1070854,Cashback,Yes,No
U1099690,Cashback,No,No
U1080447,Discount,Yes,No
U1054842,Referral,No,No
U1094206,Personalized Offer,Yes,No
U1043058,Discount,No,Yes
U1082343,Discount,No,No
U1041292,Personalized Offer,No,No
U1031164,Referral,No,Yes
U1034833,Personalized Offer,Yes,No
U1029284,Discount,No,No
U1086228,Cashback,Yes,No
U1093658,Cashback,Yes,Yes
U1047898,Cashback,No,No
U1053406,Discount,No,No
U1034391,Personalized Offer,Yes,Yes
U1058504,Referral,Yes,Yes
U1083907,Personalized Offer,Yes,No
U1052300,Discount,Yes,No
U1037222,Referral,Yes,Yes
U1058710,Personalized Offer,No,No
U1074012,Personalized Offer,Yes,No
U1074893,Cashback,Yes,No
U1046011,Cashback,Yes,No
U1036135,Personalized Offer,Yes,No
U1055742,Discount,Yes,No
U1064303,Cashback,No,No
U1040611,Discount,No,No
U1015443,Discount,No,No
U1050130,Cashback,No,No
U1086699,Discount,Yes,No
U1036381,Personalized Offer,No,Yes
U1024155,Discount,Yes,Yes
U1045690,Discount,Yes,No
U1059554,Discount,Yes,Yes
U1000790,Discount,Yes,No
U1024886,Referral,Yes,No
U1033316,Referral,Yes,No
U1089460,Cashback,Yes,No
U1016521,Referral,Yes,Yes
U1036332,Personalized Offer,No,No
U1029581,Personalized Offer,Yes,No
U1073693,Referral,Yes,Yes
U1062490,Referral,Yes,No
U1064923,Referral,Yes,No
U1044886,Referral,No,No
U1076435,Personalized Offer,Yes,No
U1014605,Referral,No,Yes
U1086278,Discount,Yes,Yes
U1085845,Discount,No,Yes
U1008112,Personalized Offer,No,Yes
U1031195,Discount,No,No
U1045818,Personalized Offer,Yes,Yes
U1093350,Discount,Yes,No
U1086046,Referral,Yes,No
U1014288,Discount,Yes,No
U1091712,Personalized Offer,No,No
U1096418,Personalized Offer,Yes,Yes
U1047193,Personalized Offer,Yes,No
U1025598,Personalized Offer,No,No
U1078838,Discount,Yes,No
U1079682,Cashback,Yes,No
U1062829,Personalized Offer,No,Yes
U1089316,Cashback,Yes,No
U1027387,Cashback,Yes,No
U1034888,Referral,Yes,No
U1002943,Referral,Yes,No
U1003275,Discount,Yes,No
U1031302,Referral,No,Yes
U1043556,Discount,Yes,Yes
U1053033,Referral,Yes,Yes
U1047671,Discount,Yes,Yes
U1069387,Personalized Offer,Yes,No
U1079958,Referral,Yes,Yes
U1095493,Referral,Yes,No
U1050807,Cashback,No,No
U1028741,Discount,Yes,Yes
U1077268,Referral,No,No
U1028884,Referral,Yes,No
U1036905,Referral,No,No
U1034394,Cashback,Yes,No
U1076144,Cashback,Yes,Yes
U1071198,Discount,No,No
U1081819,Discount,No,No
U1061537,Referral,No,No
U1018760,Discount,Yes,No
U1015521,Cashback,Yes,No
U1027735,Personalized Offer,Yes,No
U1062111,Referral,Yes,No
U1044827,Personalized Offer,Yes,No
U1097415,Cashback,No,Yes
U1003450,Cashback,Yes,Yes
U1084441,Discount,Yes,No
U1067485,Discount,Yes,No
U1050460,Personalized Offer,Yes,Yes
U1059621,Discount,Yes,No
U1051802,Cashback,No,No
U1058271,Referral,Yes,No
U1065469,Discount,No,No
U1013651,Discount,No,No
U1029105,Discount,Yes,No
U1050161,Discount,Yes,No
U1083815,Cashback,Yes,No
U1018988,Cashback,No,No
U1094905,Personalized Offer,Yes,No
U1071481,Referral,No,No
U1083571,Personalized Offer,Yes,No
U1022633,Personalized Offer,No,No
U1003720,Personalized Offer,Yes,No
U1038971,Discount,Yes,Yes
U1081438,Cashback,Yes,Yes
U1016251,Cashback,Yes,No
U1020932,Discount,No,No
U1016188,Referral,Yes,Yes
U1090689,Cashback,Yes,No
U1004931,Referral,No,Yes
U1041375,Discount,No,No
U1044793,Discount,No,Yes
U1018882,Discount,Yes,Yes
U1099925,Cashback,Yes,No
U1050912,Discount,Yes,Yes
U1049981,Cashback,Yes,Yes
U1018556,Referral,No,Yes
U1074394,Discount,No,No
U1040536,Cashback,No,No
U1078235,Personalized Offer,Yes,Yes
U1098052,Referral,Yes,Yes
U1052438,Referral,Yes,No
U1031954,Discount,Yes,No
U1053809,Referral,No,No
U1041467,Discount,No,No
U1059616,Personalized Offer,Yes,No
U1073506,Referral,Yes,No
U1095076,Referral,Yes,Yes
U1066361,Personalized Offer,Yes,No
U1058469,Personalized Offer,Yes,Yes
U1004690,Personalized Offer,Yes,Yes
U1086245,Referral,Yes,No
U1084338,Referral,Yes,Yes
U1009694,Discount,Yes,No
U1098924,Referral,Yes,No
U1003953,Personalized Offer,Yes,No
U1085261,Discount,No,Yes
U1049382,Discount,No,No
U1058626,Personalized Offer,No,No
U1078344,Referral,Yes,Yes
U1069468,Personalized Offer,Yes,No
U1018263,Discount,Yes,Yes
U1083297,Cashback,Yes,No
U1058135,Discount,Yes,No
U1027270,Referral,No,Yes
U1020160,Discount,No,No
U1085742,Personalized Offer,No,No
U1072529,Cashback,No,No
U1019587,Cashback,No,No
U1045054,Cashback,Yes,Yes
U1078886,Cashback,No,No
U1015429,Discount,Yes,No
U1010123,Discount,No,No
U1094437,Cashback,No,No
U1025801,Referral,No,No
U1041172,Referral,Yes,No
U1015902,Cashback,Yes,No
U1090146,Referral,No,Yes
U1072316,Cashback,Yes,Yes
U1066622,Discount,Yes,No
U1050366,Cashback,No,No
U1025892,Cashback,No,No
U1000589,Referral,Yes,Yes
U1034682,Referral,Yes,No
U1059957,Cashback,No,No
U1040146,Referral,Yes,No
U1003095,Personalized Offer,Yes,No
U1062661,Cashback,Yes,Yes
U1024495,Referral,No,No
U1065478,Cashback,No,No
U1081209,Discount,No,No
U1045511,Personalized Offer,No,No
U1033700,Referral,No,Yes
U1010330,Cashback,No,Yes
U1098510,Personalized Offer,Yes,No
U1037667,Personalized Offer,No,No
U1065710,Cashback,Yes,Yes
U1013786,Discount,Yes,No
U1010170,Cashback,No,Yes
U1045757,Discount,Yes,Yes
U1049045,Cashback,No,No
U1056835,Cashback,Yes,No
U1040163,Discount,No,Yes
U1062114,Discount,Yes,Yes
